Price,Close,High,Low,Open,Volume,Daily_Return,MA20,MA50,Volume_MA20,Volume_Change,RSI,Volatility_20d,Signal
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,
Date,,,,,,,,,,,,,
2020-03-04,73.4686508178711,73.62881987433597,71.13650877871662,71.93977581539738,219178400,,,,,,,,0
2020-03-05,71.08553314208984,72.69448862777347,70.71908549659396,71.71649259248731,187572800,-0.032437204838414724,,,,-0.14420034090950573,,,0
2020-03-06,70.14151000976562,70.57590748684923,68.24861680086957,68.43547696188391,226176800,-0.013280102020719942,,,,0.20580809157830982,,,0
2020-03-09,64.5938720703125,67.48660157527603,63.82457638904733,64.00658563730508,286744800,-0.07909208026289627,,,,0.2677905072491962,,,0
2020-03-10,69.24604034423828,69.5129887846972,65.37045555760074,67.25607654604191,285290000,0.07202182072103902,,,,-0.005073500896964789,,,0
2020-03-11,66.84107971191406,68.24619329059158,65.9747138459021,67.31673591637701,255598800,-0.03473065926035046,,,,-0.10407374951803428,,,0
2020-03-12,60.24020767211914,65.52333058622261,60.18439253845632,62.11126440817364,418474000,-0.09875471892801202,,,,0.6372299087476154,,,0
2020-03-13,67.45748901367188,67.93071607578169,61.38565875889742,64.28325061879912,370732000,0.1198083741815037,,,,-0.11408594082308576,,,0
2020-03-16,58.779293060302734,62.873283657436204,58.242970742071286,58.71619413875295,322423600,-0.12864688680615277,,,,-0.1303054497588555,,,0
2020-03-17,61.363826751708984,62.5165485741774,57.854685943845006,60.06549231026202,324056000,0.04397013908885783,,,,0.005062904824584713,,,0
2020-03-18,59.86164093017578,60.66976261253334,57.54405525777932,58.18715696326524,300233600,-0.024479989287685133,,,,-0.07351321993729476,,,0
2020-03-19,59.402976989746094,61.358969521399985,58.87636390068454,60.03636945225578,271857200,-0.007662067616300172,,,,-0.09451440478347528,,,0
2020-03-20,55.63174819946289,61.11386719257989,55.330824836574074,59.98540735898822,401693200,-0.06348551842669736,,,,0.4775889695031068,,,0
2020-03-23,54.44989013671875,55.45215566699075,51.59598621533572,55.35023092369006,336752800,-0.0212443092477822,,,,-0.1616666650070253,30.158502619928015,,0
2020-03-24,59.91259765625,60.10916707001685,56.85969513959366,57.359613328429845,287531200,0.10032540939595802,,,,-0.1461653770956025,37.30455453524363,,0
2020-03-25,59.58255386352539,62.67185674280047,59.286485163699844,60.85176409780143,303602000,-0.0055087545130031446,,,,0.05589236924549401,38.796460179621526,,0
2020-03-26,62.71796798706055,62.77620858330938,59.78640491258839,59.82523444541299,252087200,0.05262302335540814,,,,-0.16967872411907692,43.06570726766339,,0
2020-03-27,60.12130355834961,62.09428153233142,59.95385443702902,61.33712415208677,204216800,-0.04140224104911461,,,,-0.1898961946501052,45.57843673282121,,0
2020-03-30,61.837039947509766,62.0093436795025,60.52414557218957,60.84933827038797,167976400,0.028537910650838993,,,,-0.17746042441170362,42.22402759758056,,0
2020-03-31,61.71084976196289,63.700817094858024,61.15511640489983,62.0287624061651,197002000,-0.002040689296479714,62.92230358123779,,280959980.0,0.1727957022534119,44.3451811056267,,0
2020-04-01,58.46380615234375,60.35912878890937,58.031837774101646,59.82038104472191,176218400,-0.05261706202627181,62.172061347961424,,278811980.0,-0.10549943655394356,47.88562631997101,1.0171433525523244,0
2020-04-02,59.439369201660156,59.49275888105111,57.49065701285396,58.32547341461665,165934000,0.016686615421074524,61.58975315093994,,277730040.0,-0.05836166938299292,38.790872294245325,1.017336391380741,0
2020-04-03,58.58513641357422,59.626227661114996,57.992999079947744,58.92246006471552,129880000,-0.014371498210012601,61.011934471130374,,272915200.0,-0.21727915918377183,49.65257285307743,1.0174338521567574,0
2020-04-06,63.69597244262695,63.85128318813444,60.519304472441405,60.88817397325163,201820400,0.08723775930081379,60.96703948974609,,268668980.0,0.5538989836772406,53.8271587935546,1.0323243595869767,0
2020-04-07,62.95821762084961,65.93589399470639,62.853867417629125,65.71747694762487,202887200,-0.011582440670669825,60.65264835357666,,264548840.0,0.005285887848800241,55.21240102847043,0.9984749980410642,0
2020-04-08,64.56961822509766,64.88509803559353,63.395052482452144,63.76149282104844,168895200,0.025594762131804893,60.53907527923584,,260213660.0,-0.1675413727430809,58.37199952725293,0.995900054100262,0
2020-04-09,65.03556060791016,65.54033721316215,64.2371518120858,65.20786807728709,161834800,0.007216124171404603,60.77884292602539,,247381700.0,-0.04180343787153218,67.0659505089076,0.9248197687338381,0
2020-04-13,66.31204223632812,66.42125075775364,64.51136064871955,65.11320728466447,131022800,0.019627440995145573,60.721570587158205,,235396240.0,-0.1903916833709437,71.45364108468387,0.8233122003693857,0
2020-04-14,69.66101837158203,69.95223619410436,67.47690692059525,67.9501340306998,194994800,0.05050328752232591,61.26565685272217,,229024800.0,0.4882508998433861,69.09038426542782,0.6846872427511085,0
2020-04-15,69.02519226074219,69.48628092008256,68.10301494206142,68.53255414367216,131154400,-0.009127430601836073,61.64872512817383,,219379720.0,-0.3273953972105923,68.2727293799338,0.6749992052973344,0
2020-04-16,69.57365417480469,69.94010189303526,68.52042803590564,69.74110330393147,157125200,0.007945822330935215,62.13432579040527,,212224300.0,0.19801699371122883,64.74270726229541,0.6648437439400811,0
2020-04-17,68.629638671875,69.63676274652339,67.18812439019051,69.08830567330986,215250000,-0.013568577274349236,62.59565887451172,,209393940.0,0.36992665721348317,69.69662341680991,0.6670588599401054,0
2020-04-20,67.20510864257812,68.35783414900595,67.18569757688921,67.4526460174679,130015200,-0.020756775889607892,63.17432689666748,,195810040.0,-0.39598048780487805,62.59680974310764,0.6219896787514856,0
2020-04-21,65.12776184082031,67.28275253901889,64.41428499057956,67.04735361351801,180991600,-0.03091054897040524,63.70822048187256,,188021980.0,0.3920803106098363,57.3455405422915,0.6293743624098113,0
2020-04-22,67.0036849975586,67.4405043108994,66.05723821466911,66.39940914673265,116862400,0.028803740581831327,64.06277484893799,,179488540.0,-0.354321416021517,69.50876164376113,0.5372797018597484,0
2020-04-23,66.74398803710938,68.37479079707991,66.7051585183037,66.94783745635901,124814400,-0.003875860864349212,64.42084655761718,,170549160.0,0.06804583852462387,67.25112712483437,0.5368410530608124,0
2020-04-24,68.67088317871094,68.68059241326806,67.22208912055947,67.27062788736906,126161200,0.028869943170465318,64.7184923171997,,164252860.0,0.010790421618018353,72.67062403085221,0.5158231650855772,0
2020-04-27,68.71942138671875,69.05189045933044,67.93799464568525,68.38694490813113,117087600,0.0007068237040361858,65.14839820861816,,159896400.0,-0.07192068559905895,64.61852670775957,0.4863550913121613,0
2020-04-28,67.60552215576172,69.36494515545422,67.51331034369456,69.18293587962397,112004800,-0.016209380237481308,65.43682231903077,,157097820.0,-0.04341023302211333,63.23420109079287,0.4861854667265987,0
2020-04-29,69.8260269165039,70.29682473918272,68.89414050420481,69.0979899625851,137280800,0.03284502049442328,65.84258117675782,,154111760.0,0.22566889990428973,64.46688420495636,0.4952592437912458,0
2020-04-30,71.29908752441406,71.47624586127782,69.97649141267905,70.36720104938254,183064000,0.02109615386926711,66.48434524536133,,154454040.0,0.33350038752687916,66.33325309018997,0.44481070515373566,0
2020-05-01,70.15120697021484,72.56100720462707,69.36978044254144,69.46685054289131,240616800,-0.016099512547143924,67.01993713378906,,158188180.0,0.31438622558231,60.07889954048709,0.4537378776731565,0
2020-05-04,71.143798828125,71.27241844220069,69.48387483655323,70.17551168453589,133568000,0.014149319744870548,67.6478702545166,,158372580.0,-0.4448932909090304,54.442343094780625,0.445729358867718,0
2020-05-05,72.21157836914062,73.04639490337159,71.45927182415636,71.60488073705282,147751200,0.015008750707777851,68.07365055084229,,155669120.0,0.10618711068519415,59.3054231094871,0.34155563600918815,0
2020-05-06,72.95658874511719,73.58997737842726,72.52947133643356,72.9153300566067,142333600,0.010317048772540582,68.57356910705566,,152641440.0,-0.036667045682200916,59.76728981761887,0.3349505366048252,0
2020-05-07,73.71131134033203,74.05834791180315,73.2817722099888,73.58512093632648,115215200,0.010344817489364333,69.03065376281738,,149957440.0,-0.19052704350905192,64.83407281170895,0.3283984677688519,0
2020-05-08,75.46578216552734,75.51931637355732,74.04470105585122,74.3732060857613,133838400,0.0238019212152496,69.55216484069824,,148557620.0,0.16163839493400167,73.65827075768574,0.33387910092223616,0
2020-05-11,76.65326690673828,77.14966694282032,74.7625416518722,74.97181444929954,145946400,0.01573540626142722,70.06922607421875,,149303800.0,0.09046730983036255,84.78146451034485,0.33231308646536106,0
2020-05-12,75.77725219726562,77.79207364909227,75.65558421726155,77.33946490194451,162301200,-0.011428276247357871,70.37503776550292,,147669120.0,0.11206031803456606,78.17721347779404,0.29678025855901435,0
2020-05-13,74.86231994628906,76.88201322973275,73.78190749732052,75.95733196137674,200622400,-0.012073969752753544,70.66689414978028,66.19059776306152,151142520.0,0.2361116245597692,75.01984496473992,0.298737104112135,1
2020-05-14,75.32221984863281,75.38305384243762,73.37309631079928,74.0982401903213,158929200,0.006143276119063845,70.95432243347167,66.22766914367676,151232720.0,-0.2078192664428299,72.53652927667326,0.2985085740438583,1
2020-05-15,74.87689971923828,74.92313414173562,73.05188017652294,73.08595077247826,166348400,-0.00591220134363335,71.26668548583984,66.30349647521973,148787640.0,0.04668242210997109,70.3169203240948,0.2936808505356826,1
2020-05-18,76.64109802246094,77.01583751017019,75.51202293913698,76.20553196590271,135178400,0.02356131610467016,71.73848495483398,66.43348823547363,149045800.0,-0.18737781667872966,78.58659052014414,0.2850817362586853,1
2020-05-19,76.1982192993164,77.50736040977804,76.16658443916718,76.65812036126512,101729600,-0.005778606186131907,72.2920078277588,66.66557518005371,145082700.0,-0.24744189900161562,72.71524677336537,0.25323397486061744,1
